"manufacturer","Manufacturer Part #","Product Name","Product Description","Click-Out URL","Price","Category: Other Format","Category: NexTag Numeric ID","Image URL","Ground Shipping","Stock Status","Product Condition","Marketing Message","Weight","Cost-per-Click","UPC","Distributor ID","MUZE ID","ISBN"
"Blackburn","0104690PART","Blackburn Atom SL 6.0 Cycling Cadence Computer/Altimeter","The Atom SL 6.0 is Blackburn's ultimate cyclometer. Its main function is wireless cadence and speed that is read from a digital rear wheel wireless transmitter. It also features barometric altimeter which is accurate to .10 meters. 2 bike settings allow t","http://www.bicyclebuys.com/item/0104690PART/nt",89.99,"Bicycles > Cycle Computers > Cycle Computers","","http://www.bicyclebuys.com/productimages/0104690PART.jpg","","Yes","New","","",.45,"","","",""
"Blackburn","0100158PART","Blackburn Slick Racing Water Bottle Cage","Blackburn Slick Racing water bottle cages are strong, looks good, ultra-light, and available in 5 different colors. Finally, bottle cage that's pretty and affordable at the same time.","http://www.bicyclebuys.com/item/0100158PART/nt",14.99,"Bicycles > Hydration > Bottle Cages","","http://www.bicyclebuys.com/productimages/0100158PART.jpg","","Yes","New","","",.45,"","","",""
"Shimano","SHRT32PART","Shimano SH-RT32 Shoe","Shimano SH-RT32 Shoes are Ideal for touring, spinning and road cycling. Supports basic performance lightweight SPD. Last stretch mesh and synthetic leather is supple and less weight. Glass fiber reinforced midsole and rubber sole.","http://www.bicyclebuys.com/item/SHRT32PART/nt",69.99,"Bicycles > Shoes > Road Shoes","","http://www.bicyclebuys.com/productimages/SHRT32PART.jpg","","Yes","New","","",.45,"","","",""
"Louis Garneau","0701252PART","Louis Garneau Mid Versis Sock","Louis Garneau Mid Versis Sock. The ventilated upper and cushioned sole make this sock perfectly ventilated and comfortable for all types of riding conditions.","http://www.bicyclebuys.com/item/0701252PART/nt",7.99,"Bicycles > Socks > Cycling Socks","","http://www.bicyclebuys.com/productimages/0701252PART.jpg","","Yes","New","","",.45,"","","",""
"Cannondale","0126847","Cannondale Small Tool Saddle Bag","Cannondale Small Tool Saddle Bag is Good for a MTB tube or two Road Tubes. Fitted neoprene compartments organize tire repair, tools, money and ID card. Accessible, external multi-tool Pocket. Waterproof zipper and reflective logo. Using Velcro to attach t","http://www.bicyclebuys.com/item/0126847/nt",19.99,"Bicycles > Bags > Seat Bags","","http://www.bicyclebuys.com/productimages/0126847.jpg","","Yes","New","","",.45,"","","",""
"Pearl Izumi","0790442PART","Pearl Izumi Elite In-R-Cool Bib Short","Pearl Izumi Elite In-R-Cool Bib Short.  Pearl's top selling men's ELITE Bib Short has been further enchanced with In-R-Cool® technology, taking this classic style to a new level in technology, performance, and value.","http://www.bicyclebuys.com/item/0790442PART/nt",109.99,"Bicycles > Bib (short & tight) > Bibs (short & tight)","","http://www.bicyclebuys.com/productimages/0790442PART.jpg","","Yes","New","","",.45,"","","",""
"Pearl Izumi","0790443PART","Pearl Izumi Elite In-R-Cool Short","Pearl Izumi Elite In-R-Cool Short.  Originally introduced on our P.R.O. Series, In-R-Cool® technology has been trickled down to our top selling men's ELITE Short,— taking this classic style to a new level in tech performance, technology and value.","http://www.bicyclebuys.com/item/0790443PART/nt",84.99,"Bicycles > Shorts > Cycle Shorts","","http://www.bicyclebuys.com/productimages/0790443PART.jpg","","Yes","New","","",.45,"","","",""
"Pearl Izumi","0790449PART","Pearl Izumi Women's Elite In-R-Cool Short","Pearl Izumi Women's Elite In-R-Cool Short.  Originally introduced on the P.R.O. Series, In-R-Cool® technology has been trickled down to the top selling men's ELITE Short,— taking this classic style to a new level in tech performance, technology and value.","http://www.bicyclebuys.com/item/0790449PART/nt",84.99,"Bicycles > Shorts > Cycle Shorts","","http://www.bicyclebuys.com/productimages/0790449PART.jpg","","Yes","New","","",.45,"","","",""
"Pearl Izumi","PIWXAS4PART","Pearl Izumi Women's X-Alp Seek IV MTB/Spin/Touring Shoe","Pearl Izumi Women'sX-Alp Seek IV MTB/Spin/Touring Shoe.  Pearl Izumi's popular multisport shoes get a few upgrades and a nice face lift for the new year.  The sole has been upgraded to give you better on and off the bike comfort.  Creature comforts like t","http://www.bicyclebuys.com/item/PIWXAS4PART/nt",84.99,"Bicycles > Shoes > Mountain Shoes","","http://www.bicyclebuys.com/productimages/PIWXAS4PART.jpg","","Yes","New","","",.45,"","","",""
"SIDI","0150160","Sidi Rubber Heel Pad Replacement with Cutout Universal Size Red","This Sidi Rubber Heel Pad Replacement with Cutout fits Milleunium 3, Carbon Composite Sole, and Carbon Lite Sole.","http://www.bicyclebuys.com/item/0150160/nt",16.99,"Bicycles > Shoes > Road Shoes","","http://www.bicyclebuys.com/productimages/0150160.jpg","","Yes","New","","",.45,"","","",""
"Crank Brothers","0402036","Crank Brothers Quattro 3-Bolt Cleat","Crank Brothers 3-Bolt Cleat is a light weight composite and brass cleat for road shoes with a 3 hole pattern. 6 degrees of float.Customize your release angle to 15 degrees or 20 degrees. 86g per pair.","http://www.bicyclebuys.com/item/0402036/nt",19.99,"Bicycles > Clipless Pedals > Road Clipless Pedals","","http://www.bicyclebuys.com/productimages/0402036.jpg","","Yes","New","","",.45,"","","",""
"WTB Cycles","0900124","WTB Rocket V SLT Saddle","The Rocket V is WTB's most popular high-performance saddle both on the road and in the dirt. The uniquely contoured pad shape helps increase power output by properly angling the sit bones.","http://www.bicyclebuys.com/item/0900124/nt",94.99,"Bicycles > Seats > Mountain Seats","","http://www.bicyclebuys.com/productimages/0900124.jpg","","Yes","New","","",.45,"","","",""
"Sugoi","0120046PART","Sugoi Cannondale LiquiGas Pro Cycling Team Jersey","Sugoi Cannondale LiquiGas Pro Cycling Team Jersey is the pinnacle of Sugoi's decades of Performance cycling apparel. Elite Fast Fit shape and performance with added Team Sugoi power. Ergo Sleeve means shoulder and armhole are molded around the body for fo","http://www.bicyclebuys.com/item/0120046PART/nt",69.99,"Bicycles > Jerseys > Jerseys","","http://www.bicyclebuys.com/productimages/0120046PART.jpg","","Yes","New","","",.45,"","","",""
"Sugoi","0120049PART","Sugoi Cannondale LiquiGas Pro Cycling Team Sock","Sugoi Cannondale LiquiGas Pro Cycling Team Sock features Anatomically correct left and right foot construction, Lightweight moisture wicking Micro Nylon/Spandex blend and Strategic cushion placement under the toe, metatarsal pad, heel and achilles with a ","http://www.bicyclebuys.com/item/0120049PART/nt",14.99,"Bicycles > Socks > Cycling Socks","","http://www.bicyclebuys.com/productimages/0120049PART.jpg","","Yes","New","","",.45,"","","",""
"Cannondale","0120025","Cannondale Quick Comfort Saddle","Cannondale Quick Comfort Saddle is designed to put your body at ease. Found on Cannondale's Quick line, this saddle is comfortable and ergonomic.","http://www.bicyclebuys.com/item/0120025/nt",29.99,"Bicycles > Seats > Comfort / Cruiser Seats","","http://www.bicyclebuys.com/productimages/0120025.jpg","","Yes","New","","",.45,"","","",""
"Haro","0602127PART","Haro Multisurface 4 HP Tires","Street specific tire with wraparound tread design for extreme adherence on asphalt, concrete, and halfpipes. MX type casing with thicker sidewalls. 120 PSI Maximum","http://www.bicyclebuys.com/item/0602127PART/nt",29.99,"Bicycles > BMX Tires > Bmx Tires","","http://www.bicyclebuys.com/productimages/0602127PART.jpg","","Yes","New","","",.45,"","","",""
"Cannondale","0721150PART","Cannondale Fitness Baggy Short","The Cannondale Baggy Fitness Shorts are great shorts for any kind of riding. Perfect for spinners and weekend warriors that are looking for extra comfort but don't want to wear the traditional spandex cycling short. They look like a pair of regular athlet","http://www.bicyclebuys.com/item/0721150PART/nt",44.99,"Bicycles > Shorts > Cycle Shorts","","http://www.bicyclebuys.com/productimages/0721150PART.jpg","","Yes","New","","",.45,"","","",""
"Cannondale","0120043PART","Cannondale CFR World Cup Factory Team Sock","Cannondale CFR World Cup Factory Team sock. Professional Fit, Professional Finish, with the Cannondale CFR World Cup Factory Team kit, you get the best fit Cannondale has to offer, the maximum cooling effect and the hottest look in the World Cup for 2011.","http://www.bicyclebuys.com/item/0120043PART/nt",14.99,"Bicycles > Socks > Cycling Socks","","http://www.bicyclebuys.com/productimages/0120043PART.jpg","","Yes","New","","",.45,"","","",""
"BikeHard","0708814PART","BikeHard Outline Pro Cycling Socks","The BikeHard Outline Pro socks are extremely lightweight, breathable, and fast drying short cuff socks. They are made from an eco-friendly Coolmax material derived from recycled plastic bottles that will keep your feet cool, dry, and comfortable as they w","http://www.bicyclebuys.com/item/0708814PART/nt",7.99,"Bicycles > Socks > Cycling Socks","","http://www.bicyclebuys.com/productimages/0708814PART.jpg","","Yes","New","","",.45,"","","",""
"Tektro","1428735","Tektro IOX/Novella Disc Brake Pads Organic Compound","Tektro IOX Mechanical Disc Brake Pads are compatible with all IOX and Novella Tektro Mechanical disc brake system. These are the original manufacturer equipment brake pads and use a high durability, extended life organic compound. For use on either the fr","http://www.bicyclebuys.com/item/1428735/nt",12.99,"Bicycles > Brakes-Disc > Disc Brakes","","http://www.bicyclebuys.com/productimages/1428735.jpg","","Yes","New","","",.45,"","","",""
"GT","GTAI20X21TI","GT Airbag 20x2.1 BMX Tire","The AirBag is GT's go-to tire for all around street and park performance, wraparound sidewall and sticky compound allows you to scale any obstacle the park has to offer with confidence.","http://www.bicyclebuys.com/item/GTAI20X21TI/nt",14.99,"Bicycles > BMX Tires > Bmx Tires","","http://www.bicyclebuys.com/productimages/GTAI20X21TI.jpg","","Yes","New","","",.45,"","","",""
"Pearl Izumi","PIXADRW0PART","Pearl Izumi X-Alp Drift Women's Spin/MTB Cycling Shoe","The women's X-Alp Drift combines the performance, comfort and versatility of THE X-Alp series with the ventilation and breathability of a sport sandal. Use for the Trail or Spin class.  SPD Compatible cleat.  <","http://www.bicyclebuys.com/item/PIXADRW0PART/nt",69.99,"Bicycles > Shoes > Spinning Shoes","","http://www.bicyclebuys.com/productimages/PIXADRW0PART.jpg","","Yes","New","","",.45,"","","",""
"Michelin","0601481PART","Michelin A1 AirComp Ultra Light 700 18/23c Presta Tube 700c","Michelin A1 AirComp Ultra Light 700 18/23c Presta Tube. Now anyone can get the advantage of our remarkably light Service Course™ ultralight butyl tubes. The combination of the Aircomp® Ultra-light tube's extremely lightweight and consistent Michelin quali","http://www.bicyclebuys.com/item/0601481PART/nt",8.49,"Bicycles > Tubes > Tubes","","http://www.bicyclebuys.com/productimages/0601481PART.jpg","","Yes","New","","",.45,"","","",""
"Time","TIAX0PART","Time Axion Touring/Spin Cycling Shoe","Time Axion Cycling Shoe is an excellent shoe for any spin class or long touring rides.  A non-slip sole handles SPD type cleats.  Three velcro straps provides snug custom fit.<","http://www.bicyclebuys.com/item/TIAX0PART/nt",69.99,"Bicycles > Shoes > Spinning Shoes","","http://www.bicyclebuys.com/productimages/TIAX0PART.jpg","","Yes","New","","",.45,"","","",""
"Michelin","0601485","Michelin C4 AirStop Ultra Light 26 x 1.6-2.1 Presta Tube 26","Michelin C-4 Airstop tubes are made from a high quality butyl rubber. Airstop® Butyl tubes answer the needs of everyday cyclists for economical, high quality inner tubes. In each size, Airstop Butyl tubes offer excellent puncture resistance and the consis","http://www.bicyclebuys.com/item/0601485/nt",7.99,"Bicycles > Tubes > Tubes","","http://www.bicyclebuys.com/productimages/0601485.jpg","","Yes","New","","",.45,"","","",""
"Cannondale","0760051PART","Cannondale Simple Sock '12","The Cannondale Simple Sock offers you performance-oriented choices with high-compression fit for excellent muscle performance and superb moisture management. Advanced design and rigorous attention to anatomical details make the High-Performance collection","http://www.bicyclebuys.com/item/0760051PART/nt",8.99,"Bicycles > Socks > Cycling Socks","","http://www.bicyclebuys.com/productimages/0760051PART.jpg","","Yes","New","","",.45,"","","",""
"Vittoria","0603196PART","Vittoria Zaffiro II 700X23C Road Tire","Vittoria Zaffiro, the reliable training tyre! Fewer flats, secure grip and long tread life mean more convenience, more uptime on the road.Low rolling resistance make long kilometers in the saddle a pleasure rather than a chore. Vittoria quality at a great","http://www.bicyclebuys.com/item/0603196PART/nt",14.99,"Bicycles > Road Tires > Road Tires","","http://www.bicyclebuys.com/productimages/0603196PART.jpg","","Yes","New","","",.45,"","","",""
"Sugoi","0790421PART","Sugoi RS Bib Short '11","Sugoi RS Flex Bib Short. Utilizing Ultra-Aero fabric, which is a dimensionally-constructed knit with a dimpled or golf ball-like surface to create less friction and superior aerodynamics when moving through the air. The firm stretch and recovery provides ","http://www.bicyclebuys.com/item/0790421PART/nt",124.99,"Bicycles > Bib (short & tight) > Bibs (short & tight)","","http://www.bicyclebuys.com/productimages/0790421PART.jpg","","Yes","New","","",.45,"","","",""
"Sigma Sport","0129670","Sigma BC-1606L DTS Wireless Computer w/Cadence","The BC 1606L DTS wireless provides a better overview of the essential information during a ride by hiding the total accumulated functions and cadence if not installed. The backlight gives optimal readability of this information even in the dark. An integr","http://www.bicyclebuys.com/item/0129670/nt",49.99,"Bicycles > Cycle Computers > Cycle Computers","","http://www.bicyclebuys.com/productimages/0129670.jpg","","Yes","New","Limited Time ","",.45,"","","",""
"Hutchinson","0603132","Hutchinson Python New Generation Tubeless Light 26x2.0 Tire","Hutchinson Python New Generation Tubeless Light 26x2.0 Tire is a world-class cross country race tire. Desinged by World Speed Record holder Julien Absalon, this ultra-quick tire has one of the stickiest durometers out there. Unstoppable on dry hardpack, R","http://www.bicyclebuys.com/item/0603132/nt",34.99,"Bicycles > ATB Tires > Mountain Tires","","http://www.bicyclebuys.com/productimages/0603132.jpg","","Yes","New","","",.45,"","","",""
