MPID	Title	Brand	UPC	MPN	MerchantCategory	ProductURL	imageURL	Availability	Price	Description
0790019PART	Pearl Izumi Elite AmFIB Cycling Tight	Pearl Izumi		11111235	Tights	http://www.bicyclebuys.com/item/0790019PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0790019PART.jpg	In Stock	154.99	Pearl Izumi Elite AmFIB Cycling Tight
0114288	CatEye Jido HL-AU230 Headlight	CatEye	725012023198	HL-AU230	LightSets	http://www.bicyclebuys.com/item/0114288/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0114288.jpg	In Stock	29.99	CatEye Jido HL-AU230 Headlight
0114289	Cat-Eye TL-LD650 Rapid 5 Tailight	CatEye	725012023204	5446500	LightSets	http://www.bicyclebuys.com/item/0114289/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0114289.jpg	In Stock	29.99	Cat-Eye TL-LD650 Rapid 5 Tailight
0114294	CatEye Nano Shot Plus HL-EL625RC Rechargeable Headlight	CatEye	725012024348	5336880	LightSets	http://www.bicyclebuys.com/item/0114294/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0114294.jpg	In Stock	119.99	CatEye Nano Shot Plus HL-EL625RC Rechargeable Headlight
0771049PART	Bellwether Long Sleeve Base Layer	Bellwether		92117	Jerseys	http://www.bicyclebuys.com/item/0771049PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0771049PART.jpg	In Stock	29.99	Bellwether Long Sleeve Base Layer
SHXC30LPART	Shimano SH-XC30L MTB Shoe	Shimano		ESHXC30C	Shoes	http://www.bicyclebuys.com/item/SHXC30LPART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/SHXC30LPART.jpg	In Stock	73.99	Shimano SH-XC30L MTB Shoe
0114295	CatEye TL-LD570 Reflex Auto Front Light	CatEye	725012022085	5445705	LightSets	http://www.bicyclebuys.com/item/0114295/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0114295.jpg	In Stock	24.99	CatEye TL-LD570 Reflex Auto Front Light
0114296	Cat-Eye TL-LD611 Rapid 1 USB Front Light	CatEye	725012023228	5446201	LightSets	http://www.bicyclebuys.com/item/0114296/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0114296.jpg	In Stock	29.99	Cat-Eye TL-LD611 Rapid 1 USB Front Light
0114297	CatEye Solar Rear SL-LD210 Light	CatEye	725012023236	SL-LD210-R	LightSets	http://www.bicyclebuys.com/item/0114297/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0114297.jpg	In Stock	22.5	CatEye Solar Rear SL-LD210 Light
0701175PART	Louis Garneau Performance Carbon Jersey	Louis Garneau		1020677	Jerseys	http://www.bicyclebuys.com/item/0701175PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0701175PART.jpg	In Stock	99.99	Louis Garneau Performance Carbon Jersey
0603220-48	Hutchinson AirLight Butyl Tube 700x20-25c 48mm Presta Valve	Hutchinson		CV656901	Tubes	http://www.bicyclebuys.com/item/0603220-48/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0603220.jpg	In Stock	7.99	Hutchinson AirLight Butyl Tube 700x20-25c 48mm Presta Valve
0602120	Maxxis Aspen 29 x 2.10 Tire Wire Bead	Maxxis			ATB Tires	http://www.bicyclebuys.com/item/0602120/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0602120.jpg	In Stock	34.99	Maxxis Aspen 29 x 2.10 Tire Wire Bead
0701326PART	Louis Garneau Factory Jersey '13	Louis Garneau		3820701	Jerseys	http://www.bicyclebuys.com/item/0701326PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0701326PART.jpg	In Stock	76.49	Louis Garneau Factory Jersey '13
0114298	Cat-Eye TL-AU330 Blitz Tailight	CatEye	725012023488	5440370	LightSets	http://www.bicyclebuys.com/item/0114298/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0114298.jpg	In Stock	24.99	Cat-Eye TL-AU330 Blitz Tailight
SHRT82CPART	Shimano SH-RT82C Road Touring Shoe	Shimano		ESHMRT88C	Shoes	http://www.bicyclebuys.com/item/SHRT82CPART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/SHRT82CPART.jpg	In Stock	104.99	Shimano SH-RT82C Road Touring Shoe
0701327PART	Louis Garneau Quebecor Factory Team Jersey	Louis Garneau		38207015Y5	Jerseys	http://www.bicyclebuys.com/item/0701327PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0701327PART.jpg	In Stock	76.49	Louis Garneau Quebecor Factory Team Jersey
0701181PART	Louis Garneau Course Race Bib Short	Louis Garneau		3858245	Bibs-Short	http://www.bicyclebuys.com/item/0701181PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0701181PART.jpg	In Stock	249.99	Louis Garneau Course Race Bib Short
0720012PART	Fox Dirtpaw Race Gloves	Fox		IRTPAW	Gloves	http://www.bicyclebuys.com/item/0720012PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0720012PART.jpg	In Stock	22.99	Fox Dirtpaw Race Gloves
0701182PART	Louis Garneau Course Superleggera Bib Short	Louis Garneau		3858247	Bibs-Short	http://www.bicyclebuys.com/item/0701182PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0701182PART.jpg	In Stock	199.99	Louis Garneau Course Superleggera Bib Short
0750090PART	Fox Ranger Cargo Short 12"	Fox		0510	Shorts	http://www.bicyclebuys.com/item/0750090PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0750090PART.jpg	In Stock	79.99	Fox Ranger Cargo Short 12"
0701186PART	Louis Garneau CB Carbon Bib Short	Louis Garneau		1058261	Bibs-Short	http://www.bicyclebuys.com/item/0701186PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0701186PART.jpg	In Stock	159.99	Louis Garneau CB Carbon Bib Short
0701187PART	Louis Garneau CB Carbon Short	Louis Garneau		1050429	Shorts	http://www.bicyclebuys.com/item/0701187PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0701187PART.jpg	In Stock	139.99	Louis Garneau CB Carbon Short
5-OFF	Five Dollar Instant Rebate	BicycleBuys			Miscellaneous Components	http://www.bicyclebuys.com/item/5-OFF/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/5-OFF.jpg	In Stock	0.01	Five Dollar Instant Rebate
0701328PART	Louis Garneau Equipe Bib Short '13	Louis Garneau		3858155	Bibs-Short	http://www.bicyclebuys.com/item/0701328PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0701328PART.jpg	In Stock	119.99	Louis Garneau Equipe Bib Short '13
0771046PART	Bellwether Ultralite Baggy Short	Bellwether		99441	Shorts	http://www.bicyclebuys.com/item/0771046PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0771046PART.jpg	In Stock	53.99	Bellwether Ultralite Baggy Short
0603131	Vittoria Pit Stop Road Racing Tire Inflator 75ml	Vittoria	641740111009	131.5PR.01.75.555BX	Tire Tools	http://www.bicyclebuys.com/item/0603131/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0603131.jpg	In Stock	13.99	Vittoria Pit Stop Road Racing Tire Inflator 75ml
0709988PART	Fox Race Sock 2"	Fox		30071	Socks	http://www.bicyclebuys.com/item/0709988PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0709988PART.jpg	In Stock	9.99	Fox Race Sock 2"
0701329PART	Louis Garneau Equipe Short '13	Louis Garneau		3850381	Shorts	http://www.bicyclebuys.com/item/0701329PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0701329PART.jpg	In Stock	116.99	Louis Garneau Equipe Short '13
0709989PART	Fox Trail Sock 4"	Fox		30070	Socks	http://www.bicyclebuys.com/item/0709989PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0709989PART.jpg	In Stock	9.99	Fox Trail Sock 4"
0720013PART	Fox Sidewinder Gloves	Fox		05118	Gloves	http://www.bicyclebuys.com/item/0720013PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0720013PART.jpg	In Stock	39.99	Fox Sidewinder Gloves
